Order ID,Order Date,Customer Name,Country,State,City,Region,Segment,Ship Mode,Category,Sub-Category,Product Name,Discount,Sales,Profit,Quantity,Feedback?
AZ-2014-2203949,2014-09-16,Gracie Hunter,United Kingdom,England,Sheffield,North,Consumer,Economy Plus,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",0.5,25,-24,1,TRUE
AZ-2014-2203949,2014-09-16,Gracie Hunter,United Kingdom,England,Sheffield,North,Consumer,Economy Plus,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",0.5,74,-58,3,TRUE
AZ-2014-2203949,2014-09-16,Gracie Hunter,United Kingdom,England,Sheffield,North,Consumer,Economy Plus,Office Supplies,Paper,"SanDisk Parchment Paper, Recycled",0.5,17,-11,2,TRUE
AZ-2014-9760278,2014-09-16,Riley Howells,Spain,Catalonia,Granollers,South,Consumer,Economy Plus,Office Supplies,Art,"Boston Highlighters, Easy-Erase",0,115,25,6,FALSE
AZ-2014-9760278,2014-09-16,Riley Howells,Spain,Catalonia,Granollers,South,Consumer,Economy Plus,Office Supplies,Storage,"Rogers Folders, Industrial",0.1,140,6,5,FALSE
AZ-2014-9760278,2014-09-16,Riley Howells,Spain,Catalonia,Granollers,South,Consumer,Economy Plus,Technology,Copiers,"Brother Fax Machine, Laser",0,637,261,2,FALSE
AZ-2014-8014717,2014-09-16,Carol Leach,United Kingdom,England,Chelmsford,North,Home Office,Economy,Technology,Accessories,"Logitech Router, Erganomic",0,1716,309,7,TRUE
AZ-2014-8630899,2014-09-17,Hayden Perkins,United Kingdom,England,Preston,North,Consumer,Economy Plus,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",0,871,131,2,TRUE
AZ-2014-5827571,2014-09-17,Lori Miller,United Kingdom,England,Solihull,North,Consumer,Economy,Office Supplies,Storage,"Rogers Shelving, Industrial",0,125,38,2,TRUE
BN-2014-6988890,2014-09-18,Faith Greenwood,United Kingdom,England,Birmingham,North,Consumer,Economy,Office Supplies,Art,"Binney & Smith Pens, Blue",0.5,30,-5,5,TRUE
BN-2014-6988890,2014-09-18,Faith Greenwood,United Kingdom,England,Birmingham,North,Consumer,Economy,Office Supplies,Storage,"Rogers Shelving, Wire Frame",0.5,61,-23,2,TRUE
AZ-2014-7287251,2014-09-19,Blake Lymburner,Spain,Murcia,Murcia,South,Consumer,Economy,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible",0,50,9,6,TRUE
AZ-2014-551552,2014-09-19,Lily Dallachy,Spain,Valenciana,Valencia,South,Corporate,Economy,Office Supplies,Storage,"Tenex Trays, Wire Frame",0.1,96,43,2,TRUE
AZ-2014-551552,2014-09-19,Lily Dallachy,Spain,Valenciana,Valencia,South,Corporate,Economy,Technology,Copiers,"Hewlett Fax and Copier, Laser",0,1157,220,6,TRUE
AZ-2014-8890800,2014-09-20,Harry Josephson,Spain,Catalonia,Barcelona,South,Consumer,Economy,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile",0,394,146,2,FALSE
AZ-2014-8890800,2014-09-20,Harry Josephson,Spain,Catalonia,Barcelona,South,Consumer,Economy,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",0.2,734,248,2,TRUE
AZ-2014-8890800,2014-09-20,Harry Josephson,Spain,Catalonia,Barcelona,South,Consumer,Economy,Office Supplies,Art,"Boston Sketch Pad, Fluorescent",0,349,0,7,TRUE
AZ-2014-8890800,2014-09-20,Harry Josephson,Spain,Catalonia,Barcelona,South,Consumer,Economy,Office Supplies,Art,"Stanley Sketch Pad, Easy-Erase",0,89,17,2,TRUE
AZ-2014-8890800,2014-09-20,Harry Josephson,Spain,Catalonia,Barcelona,South,Consumer,Economy,Technology,Phones,"Apple Signal Booster, Cordless",0.1,502,84,4,TRUE
AZ-2014-6619612,2014-09-23,Jasper Neighbour,United Kingdom,England,Manchester,North,Corporate,Economy,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",0,246,61,2,FALSE
AZ-2014-6619612,2014-09-23,Jasper Neighbour,United Kingdom,England,Manchester,North,Corporate,Economy,Office Supplies,Storage,"Rogers Trays, Wire Frame",0,425,208,7,FALSE
AZ-2014-6619612,2014-09-23,Jasper Neighbour,United Kingdom,England,Manchester,North,Corporate,Economy,Technology,Accessories,"Memorex Flash Drive, Programmable",0,93,31,3,FALSE
AZ-2014-7265288,2014-09-23,Mia McLean,United Kingdom,England,Plymouth,North,Corporate,Economy,Office Supplies,Storage,"Fellowes Box, Industrial",0,141,7,7,TRUE
AZ-2014-8548131,2014-09-25,Desiree Hurt,United Kingdom,England,Bolton,North,Home Office,Economy,Office Supplies,Art,"Sanford Highlighters, Blue",0,110,12,7,FALSE
AZ-2014-19623,2014-09-25,Jasper Neighbour,Spain,Valenciana,Elda,South,Corporate,Economy Plus,Office Supplies,Binders,"Acco Index Tab, Durable",0,63,14,7,FALSE
AZ-2014-3636472,2014-09-25,Zona Meyer,Spain,Andalusia,Huelva,South,Corporate,Economy,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint",0,108,43,4,FALSE
AZ-2014-3636472,2014-09-25,Zona Meyer,Spain,Andalusia,Huelva,South,Corporate,Economy,Office Supplies,Paper,"SanDisk Parchment Paper, Premium",0,67,13,4,FALSE
AZ-2014-3636472,2014-09-25,Zona Meyer,Spain,Andalusia,Huelva,South,Corporate,Economy,Office Supplies,Storage,"Fellowes Trays, Blue",0.1,103,-3,2,FALSE
AZ-2014-8548131,2014-09-25,Desiree Hurt,United Kingdom,England,Bolton,North,Home Office,Economy,Technology,Copiers,"Brother Fax Machine, Digital",0,636,204,2,FALSE
AZ-2014-7367498,2014-09-26,Elijah Sodeman,United Kingdom,England,Portsmouth,North,Consumer,Priority,Office Supplies,Supplies,"Acme Letter Opener, Easy Grip",0,223,62,7,FALSE
AZ-2014-7367498,2014-09-26,Elijah Sodeman,United Kingdom,England,Portsmouth,North,Consumer,Priority,Technology,Accessories,"SanDisk Router, USB",0,770,323,3,TRUE
BN-2014-409695,2014-09-26,Erin Gill,Sweden,Stockholm,Stockholm,North,Home Office,Economy,Office Supplies,Binders,"Acco Index Tab, Clear",0.5,12,-2,3,TRUE
BN-2014-409695,2014-09-26,Erin Gill,Sweden,Stockholm,Stockholm,North,Home Office,Economy,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",0.5,7,-1,2,FALSE
AZ-2014-7575178,2014-09-26,Stacy Cummings,United Kingdom,England,Oldham,North,Consumer,Economy,Office Supplies,Art,"Boston Sketch Pad, Fluorescent",0,299,0,6,TRUE
BN-2014-848843,2014-09-26,Ella Dwyer-Gray,United Kingdom,England,London,North,Consumer,Economy,Office Supplies,Paper,"Green Bar Message Books, Premium",0.1,86,0,4,TRUE
BN-2014-4065808,2014-09-27,Randall Roberts,United Kingdom,England,Sheffield,North,Consumer,Economy,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled",0.5,15,-7,1,TRUE
BN-2014-4065808,2014-09-27,Randall Roberts,United Kingdom,England,Sheffield,North,Consumer,Economy,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set",0.5,31,-7,5,FALSE
AZ-2014-369464,2014-09-28,Kyle Beard,United Kingdom,England,Burnley,North,Consumer,Priority,Furniture,Bookcases,"Bush Classic Bookcase, Pine",0,2898,1420,7,TRUE
AZ-2014-369464,2014-09-28,Kyle Beard,United Kingdom,England,Burnley,North,Consumer,Priority,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",0,870,209,6,TRUE
AZ-2014-369464,2014-09-28,Kyle Beard,United Kingdom,England,Burnley,North,Consumer,Priority,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase",0,73,29,3,TRUE
AZ-2014-369464,2014-09-28,Kyle Beard,United Kingdom,England,Burnley,North,Consumer,Priority,Office Supplies,Art,"Stanley Canvas, Blue",0,693,110,14,TRUE
AZ-2014-369464,2014-09-28,Kyle Beard,United Kingdom,England,Burnley,North,Consumer,Priority,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Set of 50",0,325,32,7,FALSE
AZ-2014-942941,2014-09-30,Jammie Gibbs,United Kingdom,Scotland,Glasgow,North,Consumer,Economy,Office Supplies,Binders,"Acco Index Tab, Economy",0,30,14,3,TRUE
BN-2014-6632260,2014-09-30,Callum Hagai,United Kingdom,England,Sale,North,Home Office,Economy,Furniture,Furnishings,"Advantus Photo Frame, Durable",0.3,385,-77,11,TRUE
BN-2014-8911899,2014-10-01,Shannon Howe,Portugal,Lisboa,Loures,South,Consumer,Economy,Technology,Phones,"Motorola Signal Booster, VoIP",0.5,143,-129,2,FALSE
AZ-2014-4241465,2014-10-02,Ava Corbin,Spain,Madrid,Madrid,South,Home Office,Economy,Office Supplies,Binders,"Avery 3-Hole Punch, Clear",0,301,39,11,TRUE
AZ-2014-4241465,2014-10-02,Ava Corbin,Spain,Madrid,Madrid,South,Home Office,Economy,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear",0,10,4,2,FALSE
AZ-2014-4241465,2014-10-02,Ava Corbin,Spain,Madrid,Madrid,South,Home Office,Economy,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",0,136,56,4,FALSE
AZ-2014-4241465,2014-10-02,Ava Corbin,Spain,Madrid,Madrid,South,Home Office,Economy,Office Supplies,Supplies,"Stiletto Ruler, Easy Grip",0,50,20,3,TRUE
AZ-2014-6214587,2014-10-02,David Chadwick,United Kingdom,England,London,North,Corporate,Economy,Office Supplies,Paper,"SanDisk Message Books, Recycled",0.1,43,17,2,FALSE
AZ-2014-6214587,2014-10-02,David Chadwick,United Kingdom,England,London,North,Corporate,Economy,Technology,Copiers,"Brother Personal Copier, High-Speed",0.1,762,101,6,TRUE
AZ-2014-2681934,2014-10-03,Joel Ortega,United Kingdom,England,South Shields,North,Corporate,Priority,Office Supplies,Appliances,"KitchenAid Stove, White",0,1705,409,3,FALSE
BN-2014-5015566,2014-10-06,Mark Westfall,Sweden,Vastra Gotaland,Gothenburg,North,Consumer,Economy Plus,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",0.5,424,-17,9,FALSE
BN-2014-5015566,2014-10-06,Mark Westfall,Sweden,Vastra Gotaland,Gothenburg,North,Consumer,Economy Plus,Office Supplies,Storage,"Tenex Box, Wire Frame",0.5,31,-3,4,TRUE
AZ-2014-9021616,2014-10-07,Alice Currie,United Kingdom,England,Swindon,North,Consumer,Economy Plus,Office Supplies,Art,"BIC Highlighters, Water Color",0,66,12,3,FALSE
AZ-2014-9021616,2014-10-07,Alice Currie,United Kingdom,England,Swindon,North,Consumer,Economy Plus,Technology,Machines,"Konica Receipt Printer, Wireless",0,367,73,3,TRUE
AZ-2014-2103461,2014-10-08,Georgina Storey,United Kingdom,England,London,North,Consumer,Economy,Furniture,Chairs,"Hon Bag Chairs, Red",0.1,41,10,1,FALSE
BN-2014-3536767,2014-10-10,Niamh Mann,United Kingdom,England,Birmingham,North,Consumer,Economy,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",0.5,73,-31,1,TRUE
BN-2014-3536767,2014-10-10,Niamh Mann,United Kingdom,England,Birmingham,North,Consumer,Economy,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled",0.5,10,-8,1,FALSE
BN-2014-3536767,2014-10-10,Niamh Mann,United Kingdom,England,Birmingham,North,Consumer,Economy,Office Supplies,Fasteners,"OIC Thumb Tacks, 12 Pack",0.5,14,-3,2,TRUE
AZ-2014-5624461,2014-10-11,Holly Black,United Kingdom,England,London,North,Home Office,Economy,Office Supplies,Storage,"Eldon Shelving, Blue",0.1,261,49,6,TRUE
BN-2014-4757131,2014-10-13,Leticia Sorrells,Switzerland,Zurich,Zurich,Central,Consumer,Economy,Office Supplies,Supplies,"Elite Shears, Easy Grip",0,340,20,7,TRUE
AZ-2014-4093639,2014-10-13,Gail Thompson,Spain,Madrid,Madrid,South,Consumer,Economy,Office Supplies,Art,"Stanley Pens, Easy-Erase",0,62,27,6,FALSE
AZ-2014-4093639,2014-10-13,Gail Thompson,Spain,Madrid,Madrid,South,Consumer,Economy,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled",0,104,25,9,TRUE
BN-2014-4757131,2014-10-13,Leticia Sorrells,Switzerland,Zurich,Zurich,Central,Consumer,Economy,Technology,Phones,"Cisco Speaker Phone, VoIP",0,416,137,3,FALSE
AZ-2014-4279735,2014-10-13,Erin Gill,United Kingdom,England,Burnley,North,Home Office,Economy Plus,Office Supplies,Appliances,"Breville Refrigerator, Red",0,2077,395,4,FALSE
AZ-2014-4279735,2014-10-13,Erin Gill,United Kingdom,England,Burnley,North,Home Office,Economy Plus,Technology,Machines,"Konica Receipt Printer, White",0,603,205,5,FALSE
AZ-2014-1092001,2014-10-13,Alannah Callaway,United Kingdom,England,Bath,North,Consumer,Economy,Technology,Phones,"Nokia Smart Phone, Full Size",0,2549,280,4,FALSE
AZ-2014-9361129,2014-10-15,Cooper Burn,Spain,Valenciana,Alicante,South,Consumer,Economy Plus,Office Supplies,Art,"BIC Highlighters, Water Color",0,88,16,4,FALSE
AZ-2014-3635641,2014-10-21,Sam Wood,Spain,Catalonia,Barcelona,South,Home Office,Economy,Furniture,Chairs,"Office Star Swivel Stool, Red",0.2,417,-78,3,FALSE
AZ-2014-3635641,2014-10-21,Sam Wood,Spain,Catalonia,Barcelona,South,Home Office,Economy,Office Supplies,Binders,"Cardinal Index Tab, Durable",0,8,3,1,TRUE
AZ-2014-3635641,2014-10-21,Sam Wood,Spain,Catalonia,Barcelona,South,Home Office,Economy,Office Supplies,Storage,"Fellowes Shelving, Industrial",0.1,105,40,2,TRUE
AZ-2014-4236300,2014-10-23,Alexander Bond,United Kingdom,England,Torquay,North,Corporate,Economy Plus,Furniture,Chairs,"Hon Steel Folding Chair, Red",0,326,153,4,TRUE
AZ-2014-4236300,2014-10-23,Alexander Bond,United Kingdom,England,Torquay,North,Corporate,Economy Plus,Office Supplies,Envelopes,"Cameo Business Envelopes, Set of 50",0,82,33,4,TRUE
AZ-2014-4236300,2014-10-23,Alexander Bond,United Kingdom,England,Torquay,North,Corporate,Economy Plus,Technology,Copiers,"Hewlett Personal Copier, High-Speed",0,427,132,3,FALSE
AZ-2014-5226106,2014-10-24,Nate Wilder-Neligan,Spain,Asturias,Oviedo,South,Consumer,Economy,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",0,149,49,3,FALSE
AZ-2014-5226106,2014-10-24,Nate Wilder-Neligan,Spain,Asturias,Oviedo,South,Consumer,Economy,Office Supplies,Art,"Boston Markers, Fluorescent",0,55,8,2,TRUE
AZ-2014-5226106,2014-10-24,Nate Wilder-Neligan,Spain,Asturias,Oviedo,South,Consumer,Economy,Office Supplies,Art,"Sanford Pens, Easy-Erase",0,57,13,5,FALSE
AZ-2014-1612857,2014-10-24,Linda Dennis,Spain,Madrid,Madrid,South,Consumer,Economy,Office Supplies,Binders,"Avery Index Tab, Clear",0,29,8,5,FALSE
AZ-2014-5226106,2014-10-24,Nate Wilder-Neligan,Spain,Asturias,Oviedo,South,Consumer,Economy,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable",0,35,16,4,FALSE
AZ-2014-1612857,2014-10-24,Linda Dennis,Spain,Madrid,Madrid,South,Consumer,Economy,Office Supplies,Storage,"Eldon File Cart, Single Width",0.1,462,169,4,FALSE
AZ-2014-5226106,2014-10-24,Nate Wilder-Neligan,Spain,Asturias,Oviedo,South,Consumer,Economy,Technology,Copiers,"Brother Fax Machine, Color",0,640,288,2,FALSE
AZ-2014-1612857,2014-10-24,Linda Dennis,Spain,Madrid,Madrid,South,Consumer,Economy,Technology,Machines,"Okidata Inkjet, White",0.1,280,9,1,TRUE
BN-2014-3819609,2014-10-27,Mary Parker,United Kingdom,Scotland,Aberdeen,North,Corporate,Economy,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",0,877,395,2,FALSE
BN-2014-3819609,2014-10-27,Mary Parker,United Kingdom,Scotland,Aberdeen,North,Corporate,Economy,Office Supplies,Supplies,"Stiletto Box Cutter, Steel",0,141,10,4,FALSE
BN-2014-3819609,2014-10-27,Mary Parker,United Kingdom,Scotland,Aberdeen,North,Corporate,Economy,Technology,Phones,"Motorola Office Telephone, Cordless",0,224,58,3,FALSE
AZ-2014-5889570,2014-10-29,Robert Barnes,United Kingdom,England,Colchester,North,Consumer,Economy Plus,Office Supplies,Storage,"Rogers Box, Blue",0,48,1,2,TRUE
BN-2014-3476090,2014-10-31,Owen Howell,United Kingdom,England,London,North,Home Office,Economy Plus,Office Supplies,Binders,"Cardinal Binder Covers, Economy",0.1,65,-4,6,FALSE
BN-2014-3476090,2014-10-31,Owen Howell,United Kingdom,England,London,North,Home Office,Economy Plus,Technology,Machines,"Okidata Receipt Printer, Durable",0.1,221,-15,2,TRUE
BN-2014-1989454,2014-10-31,Rose Heap,Switzerland,St. Gallen,St. Gallen,Central,Consumer,Economy Plus,Office Supplies,Art,"Sanford Pens, Fluorescent",0,12,3,1,FALSE
AZ-2014-5623990,2014-11-01,Georgina Arnold,United Kingdom,England,Leicester,North,Corporate,Economy Plus,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible",0,17,3,2,FALSE
AZ-2014-204778,2014-11-01,Owen Faulkner,Spain,Madrid,Parla,South,Home Office,Economy Plus,Technology,Accessories,"Logitech Mouse, USB",0,59,8,2,FALSE
BN-2014-5614620,2014-11-04,Tina Phelps,Sweden,Stockholm,Stockholm,North,Consumer,Priority,Office Supplies,Labels,"Hon Color Coded Labels, 5000 Label Set",0.5,13,-13,2,FALSE
AZ-2014-7010933,2014-11-05,Nancy Fike,United Kingdom,Scotland,Glasgow,North,Consumer,Economy Plus,Office Supplies,Art,"Stanley Pens, Blue",0,50,25,5,FALSE
AZ-2014-1914770,2014-11-06,Cooper Burn,United Kingdom,England,Hove,North,Consumer,Priority,Office Supplies,Art,"Sanford Sketch Pad, Easy-Erase",0,92,42,2,TRUE
AZ-2014-1058854,2014-11-06,Aidan Rowe,Spain,Catalonia,Barcelona,South,Consumer,Economy Plus,Office Supplies,Storage,"Tenex Lockers, Industrial",0.1,553,110,3,FALSE
BN-2014-3563498,2014-11-06,Evie Rees,United Kingdom,England,Luton,North,Consumer,Economy Plus,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack",0.3,539,-146,7,FALSE
AZ-2014-7108970,2014-11-07,Paul Cleary,United Kingdom,England,Reading,North,Corporate,Economy,Furniture,Chairs,"Hon Chairmat, Adjustable",0,406,97,7,FALSE
AZ-2014-7108970,2014-11-07,Paul Cleary,United Kingdom,England,Reading,North,Corporate,Economy,Furniture,Chairs,"Hon Chairmat, Red",0,278,39,5,FALSE
AZ-2014-7108970,2014-11-07,Paul Cleary,United Kingdom,England,Reading,North,Corporate,Economy,Office Supplies,Storage,"Eldon File Cart, Single Width",0,128,55,1,FALSE
AZ-2014-7108970,2014-11-07,Paul Cleary,United Kingdom,England,Reading,North,Corporate,Economy,Office Supplies,Supplies,"Fiskars Scissors, Easy Grip",0,74,9,3,FALSE
AZ-2014-5509537,2014-11-08,Nicole Howard,United Kingdom,Scotland,Glasgow,North,Consumer,Economy Plus,Furniture,Furnishings,"Eldon Light Bulb, Durable",0.3,31,6,2,TRUE
AZ-2014-4756753,2014-11-08,Thomas McCallum,Spain,Castile and Leon,Valladolid,South,Consumer,Economy,Furniture,Bookcases,"Ikea Corner Shelving, Mobile",0,377,49,3,TRUE
AZ-2014-4756753,2014-11-08,Thomas McCallum,Spain,Castile and Leon,Valladolid,South,Consumer,Economy,Office Supplies,Art,"Stanley Markers, Water Color",0,152,50,6,TRUE
AZ-2014-6017898,2014-11-08,Joan Douglas,Spain,Castile and Leon,Valladolid,South,Corporate,Economy,Technology,Phones,"Samsung Signal Booster, Full Size",0.1,869,367,7,TRUE
AZ-2014-6875422,2014-11-10,Elise Ali,United Kingdom,England,Gravesend,North,Home Office,Economy,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",0,52,14,2,TRUE
AZ-2014-9504290,2014-11-11,Kimberly Russo,Spain,Basque Country,Barakaldo,South,Corporate,Economy,Office Supplies,Paper,"Enermax Computer Printout Paper, Premium",0,57,27,2,FALSE
AZ-2014-9504290,2014-11-11,Kimberly Russo,Spain,Basque Country,Barakaldo,South,Corporate,Economy,Office Supplies,Storage,"Fellowes Trays, Single Width",0.1,103,46,2,FALSE
AZ-2014-4993399,2014-11-12,Kyle Beard,United Kingdom,Scotland,Edinburgh,North,Consumer,Economy Plus,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",0,39,0,5,FALSE
AZ-2014-9007405,2014-11-12,Ruth Williams,United Kingdom,Wales,Cardiff,North,Consumer,Economy Plus,Technology,Phones,"Apple Smart Phone, Full Size",0,1275,357,2,TRUE
BN-2014-7621631,2014-11-12,Sean Wheeler,Portugal,Porto,Porto,South,Corporate,Economy,Office Supplies,Binders,"Acco Index Tab, Economy",0.5,25,-2,5,TRUE
BN-2014-7621631,2014-11-12,Sean Wheeler,Portugal,Porto,Porto,South,Corporate,Economy,Technology,Accessories,"Belkin Memory Card, Programmable",0.5,174,-70,3,TRUE
BN-2014-5368093,2014-11-12,Liam Newton,Sweden,Stockholm,Stockholm,North,Corporate,Economy,Office Supplies,Appliances,"Breville Toaster, Red",0.5,115,-39,3,TRUE
BN-2014-5368093,2014-11-12,Liam Newton,Sweden,Stockholm,Stockholm,North,Corporate,Economy,Office Supplies,Envelopes,"Ames Mailers, Recycled",0.5,87,-83,5,TRUE
AZ-2014-818907,2014-11-13,Julian Corbin,United Kingdom,England,Woking,North,Home Office,Economy,Office Supplies,Fasteners,"Accos Thumb Tacks, 12 Pack",0,13,4,1,TRUE
AZ-2014-5765261,2014-11-15,Libby Thompson,Spain,Valenciana,Valencia,South,Consumer,Economy,Office Supplies,Appliances,"Cuisinart Microwave, Silver",0,558,0,2,FALSE
AZ-2014-5765261,2014-11-15,Libby Thompson,Spain,Valenciana,Valencia,South,Consumer,Economy,Office Supplies,Binders,"Wilson Jones Binder Covers, Durable",0,25,12,2,TRUE
AZ-2014-5765261,2014-11-15,Libby Thompson,Spain,Valenciana,Valencia,South,Consumer,Economy,Office Supplies,Paper,"Xerox Note Cards, Premium",0,158,32,6,TRUE
AZ-2014-5765261,2014-11-15,Libby Thompson,Spain,Valenciana,Valencia,South,Consumer,Economy,Office Supplies,Storage,"Eldon Trays, Wire Frame",0.1,127,41,3,FALSE
AZ-2014-5765261,2014-11-15,Libby Thompson,Spain,Valenciana,Valencia,South,Consumer,Economy,Office Supplies,Supplies,"Fiskars Shears, Serrated",0,133,39,3,FALSE
AZ-2014-7267676,2014-11-17,Shelby Dunston,United Kingdom,England,Poole,North,Consumer,Priority,Office Supplies,Storage,"Tenex Shelving, Industrial",0,276,52,5,FALSE
BN-2014-5562074,2014-11-17,Kimberly Jones,Portugal,Braga,Braga,South,Corporate,Economy,Office Supplies,Storage,"Fellowes File Cart, Single Width",0.5,275,-275,4,FALSE
AZ-2014-6061991,2014-11-18,Gerald Galvan,Sweden,Skane,Landskrona,North,Corporate,Economy Plus,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",0.5,185,-26,6,FALSE
AZ-2014-3436015,2014-11-18,Jade Farmer,Spain,Madrid,Madrid,South,Consumer,Priority,Furniture,Bookcases,"Dania Classic Bookcase, Metal",0,410,135,1,TRUE
AZ-2014-3436015,2014-11-18,Jade Farmer,Spain,Madrid,Madrid,South,Consumer,Priority,Office Supplies,Art,"Sanford Highlighters, Easy-Erase",0,144,6,9,TRUE
AZ-2014-3436015,2014-11-18,Jade Farmer,Spain,Madrid,Madrid,South,Consumer,Priority,Office Supplies,Art,"Sanford Markers, Water Color",0,185,17,7,TRUE
AZ-2014-6061991,2014-11-18,Gerald Galvan,Sweden,Skane,Landskrona,North,Corporate,Economy Plus,Technology,Copiers,"Hewlett Copy Machine, Color",0.5,663,-212,5,FALSE
AZ-2014-6061991,2014-11-18,Gerald Galvan,Sweden,Skane,Landskrona,North,Corporate,Economy Plus,Technology,Machines,"Okidata Printer, Wireless",0.5,671,-309,5,TRUE
AZ-2014-3436015,2014-11-18,Jade Farmer,Spain,Madrid,Madrid,South,Consumer,Priority,Technology,Accessories,"Logitech Keyboard, USB",0,363,76,5,FALSE
BN-2014-7201366,2014-11-18,Jeffrey Laird,Spain,Madrid,Las Rozas de Madrid,South,Corporate,Economy,Office Supplies,Storage,"Eldon Shelving, Industrial",0.1,396,-31,9,FALSE
AZ-2014-9165152,2014-11-18,Ethan Williams,United Kingdom,Scotland,Livingston,North,Corporate,Economy,Furniture,Bookcases,"Dania Library with Doors, Metal",0,724,253,2,TRUE
AZ-2014-9165152,2014-11-18,Ethan Williams,United Kingdom,Scotland,Livingston,North,Corporate,Economy,Office Supplies,Envelopes,"Jiffy Mailers, Set of 50",0,112,24,3,TRUE
AZ-2014-6305127,2014-11-19,Justin Armit,United Kingdom,England,Farnborough,North,Consumer,Economy,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",0,60,13,2,TRUE
AZ-2014-8637835,2014-11-19,Jasmine Slater,United Kingdom,England,Preston,North,Corporate,Economy,Office Supplies,Binders,"Ibico Index Tab, Durable",0,19,8,2,TRUE
AZ-2014-8637835,2014-11-19,Jasmine Slater,United Kingdom,England,Preston,North,Corporate,Economy,Office Supplies,Fasteners,"Stockwell Staples, Assorted Sizes",0,25,11,3,FALSE
AZ-2014-741158,2014-11-20,Victoria Burke,United Kingdom,England,Manchester,North,Corporate,Priority,Office Supplies,Art,"Sanford Markers, Easy-Erase",0,47,1,2,FALSE
AZ-2014-741158,2014-11-20,Victoria Burke,United Kingdom,England,Manchester,North,Corporate,Priority,Office Supplies,Storage,"Smead Folders, Industrial",0,18,4,1,FALSE
AZ-2014-3937200,2014-11-20,Isabelle Torpy,Spain,Basque Country,Bilbao,South,Consumer,Economy Plus,Furniture,Furnishings,"Advantus Clock, Black",0,103,30,2,FALSE
AZ-2014-3937200,2014-11-20,Isabelle Torpy,Spain,Basque Country,Bilbao,South,Consumer,Economy Plus,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",0,85,0,3,TRUE
AZ-2014-3937200,2014-11-20,Isabelle Torpy,Spain,Basque Country,Bilbao,South,Consumer,Economy Plus,Office Supplies,Labels,"Avery Removable Labels, 5000 Label Set",0,100,25,9,FALSE
AZ-2014-3937200,2014-11-20,Isabelle Torpy,Spain,Basque Country,Bilbao,South,Consumer,Economy Plus,Office Supplies,Supplies,"Fiskars Scissors, High Speed",0,162,78,7,FALSE
BN-2014-9526659,2014-11-20,Keith Martinez,Spain,Andalusia,El Ejido,South,Consumer,Economy,Office Supplies,Storage,"Eldon Folders, Wire Frame",0.1,43,0,3,TRUE
AZ-2014-3937200,2014-11-20,Isabelle Torpy,Spain,Basque Country,Bilbao,South,Consumer,Economy Plus,Technology,Copiers,"Sharp Fax Machine, High-Speed",0,2057,432,7,FALSE
AZ-2014-3937200,2014-11-20,Isabelle Torpy,Spain,Basque Country,Bilbao,South,Consumer,Economy Plus,Technology,Machines,"Epson Phone, Durable",0.1,292,13,4,FALSE
AZ-2014-1473888,2014-11-21,Oscar Noble,United Kingdom,England,Maidenhead,North,Consumer,Economy,Office Supplies,Appliances,"Cuisinart Blender, Black",0,133,1,2,TRUE
AZ-2014-1473888,2014-11-21,Oscar Noble,United Kingdom,England,Maidenhead,North,Consumer,Economy,Office Supplies,Art,"Stanley Markers, Easy-Erase",0,112,0,5,FALSE
AZ-2014-1473888,2014-11-21,Oscar Noble,United Kingdom,England,Maidenhead,North,Consumer,Economy,Office Supplies,Storage,"Rogers Box, Blue",0,48,1,2,TRUE
